6000ffffffffffff ff 0
01000608699a45dd ff 0
6000010004060008 ff 0
0a010101699a45dd ff 0
0101000000000000 ff 0
0000000000000101 03 1
6000ab9078563412 ff 0
00450008699a45dd ff 0
0140004000005400 ff 0
0101010101019436 ff 0
b463b7b800080a01 ff 0
000051cd55b80100 ff 0
0000000d188a0000 ff 0
1514131211100000 ff 0
1d1c1b1a19181716 ff 0
2524232221201f1e ff 0
2d2c2b2a29282726 ff 0
3534333231302f2e ff 0
0000000000003736 03 1
6000ffffffffffff ff 0
01000608699a45dd ff 0
6000010004060008 ff 0
0a010101699a45dd ff 0
0101000000000000 ff 0
0000000000000101 03 1
6000ffffffffffff ff 0
01000608699a45dd ff 0
6000010004060008 ff 0
0a010101699a45dd ff 0
0101000000000000 ff 0
0000000000000101 03 1
6000ab9078563412 ff 0
00450008699a45dd ff 0
0640004000005400 ff 0
0101010101019436 ff 0
b463b7b800080a01 ff 0
000051cd55b80100 ff 0
0000000d188a0000 ff 0
1514131211100000 ff 0
1d1c1b1a19181716 ff 0
2524232221201f1e ff 0
2d2c2b2a29282726 ff 0
3534333231302f2e ff 0
0000000000003736 03 1
